4878601720687856,4878601720687858,4878601720687806,4878601720687805
4878601720704049,4878601720704051,4878601720687865,4878601720687864
4878601720704114,4878601720704116,4878601720704064,4878601720704063
4878601720704179,4878601720704181,4878601720704129,4878601720704128
4878601720704244,4878601720704246,4878601720704187,4878601720704186
4878601720720437,4878601720720439,4878601720704253,4878601720704252
4878601720720567,4878601720720569,4878601720720517,4878601720720516
4878601720720632,4878601720720634,4878601720720582,4878601720720581
4878601720736825,4878601720736827,4878601720736775,4878601720736774
4878601720720502,4878601720720504,4878601720720446,4878601720720445
4878606452468888,4878606452468890,4878606452468838,4878606452468837
4878601720736961,4878601720736963,4878601720736903,4878601720736902
4878606452419730,4878606452419732,4878606452419674,4878606452419673
4878606452485146,4878606452485148,4878606452468968,4878606452468967
4878606452517987,4878606452517989,4878606452517931,4878606452517930
4878606452534310,4878606452534312,4878606452518126,4878606452518125
4878606452534375,4878606452534377,4878606452534319,4878606452534318
4878601720736890,4878601720736898,4878601720736839,4878601720736838
4878594619468879,4878594619468881,4878594619468823,4878594619468822
4878594619468944,4878594619468946,4878594619468894,4878594619468893
4878594619469009,4878594619469011,4878594619468953,4878594619468952
4878594619485267,4878594619485269,4878594619485217,4878594619485216
4878594619485332,4878594619485334,4878594619485276,4878594619485275
4878594619485397,4878594619485399,4878594619485347,4878594619485346
4878594619501590,4878594619501592,4878594619485412,4878594619485411
4878594619501655,4878594619501657,4878594619501605,4878594619501604
4878594619501720,4878594619501722,4878594619501670,4878594619501669
4878594619501785,4878594619501787,4878594619501734,4878594619501733
4878594619517978,4878594619517980,4878594619501800,4878594619501799
4878594619518043,4878594619518045,4878594619517992,4878594619517991
4878594619518173,4878594619518175,4878594619518123,4878594619518122
4878594619534366,4878594619534368,4878594619518188,4878594619518187
4878594619534502,4878594619534504,4878594619534446,4878594619534445
4878594619550754,4878594619550762,4878594619534576,4878594619534575
4878594619550819,4878594619550827,4878594619550768,4878594619550767
4878594619550890,4878594619550892,4878594619550833,4878594619550832
4878594619550955,4878594619550957,4878594619550899,4878594619550898
