4878690103454941,4878690103454943,4878690103454891,4878690103454890
4878690103471128,4878690103471130,4878690103454949,4878690103454948
4878690103471187,4878690103471189,4878690103471137,4878690103471136
4878690103471246,4878690103471248,4878690103471196,4878690103471195
4878690103471305,4878690103471307,4878690103471255,4878690103471254
4878690103487492,4878690103487494,4878690103471314,4878690103471313
4878690103487551,4878690103487553,4878690103487501,4878690103487500
4878690103487610,4878690103487612,4878690103487560,4878690103487559
4878690103503915,4878690103503917,4878690103487737,4878690103487736
4878690103503974,4878690103503976,4878690103503924,4878690103503923
4878690103504033,4878690103504035,4878690103503983,4878690103503982
4878690103504092,4878690103504094,4878690103504042,4878690103504041
4878685482937419,4878685482937421,4878685482937363,4878685482937362
4878685482937484,4878685482937486,4878685482937428,4878685482937427
4878685482937549,4878685482937551,4878685482937493,4878685482937492
4878685482953742,4878685482953744,4878685482937557,4878685482937556
4878685482953807,4878685482953809,4878685482953751,4878685482953750
4878685482953872,4878685482953874,4878685482953816,4878685482953815
4878685482953937,4878685482953939,4878685482953880,4878685482953879
4878685482970130,4878685482970132,4878685482953946,4878685482953945
4878685482970325,4878685482970327,4878685482970269,4878685482970268
4878685482986518,4878685482986520,4878685482970334,4878685482970333
4878685482986648,4878685482986650,4878685482986592,4878685482986591
4878685482986713,4878685482986715,4878685482986657,4878685482986656
4878685483002906,4878685483002908,4878685482986722,4878685482986721
4878690103487669,4878690103487671,4878690103487619,4878690103487618
4878690103487728,4878690103487730,4878690103487678,4878690103487677
4878690103520279,4878690103520281,4878690103504101,4878690103504100
4878690103520338,4878690103520340,4878690103520288,4878690103520287
4878690103520397,4878690103520399,4878690103520347,4878690103520346
4878690103520456,4878690103520458,4878690103520406,4878690103520405
4878690103536643,4878690103536645,4878690103520465,4878690103520464
4878690103536702,4878690103536704,4878690103536652,4878690103536651
4878690103536761,4878690103536763,4878690103536711,4878690103536710
4878690103536820,4878690103536822,4878690103536770,4878690103536769
4878690103667888,4878690103667890,4878690103667832,4878690103667831
4878690103684276,4878690103684278,4878690103684220,4878690103684219
4878690103536879,4878690103536881,4878690103536829,4878690103536828
4878690103585883,4878690103585885,4878690103585833,4878690103585832
4878690103602265,4878690103602273,4878690103602215,4878690103602214
4878690103700534,4878690103700536,4878690103684350,4878690103684349
4878690103553066,4878690103553068,4878690103536888,4878690103536887
4878690103553125,4878690103553127,4878690103553075,4878690103553074
4878690103553184,4878690103553186,4878690103553134,4878690103553133
4878690103553243,4878690103553245,4878690103553193,4878690103553192
4878690103569436,4878690103569438,4878690103553252,4878690103553251
4878690103569501,4878690103569503,4878690103569445,4878690103569444
4878690103569566,4878690103569568,4878690103569510,4878690103569509
4878690103569625,4878690103569633,4878690103569575,4878690103569574
4878690103585818,4878690103585820,4878690103569640,4878690103569639
4878690103585948,4878690103585950,4878690103585898,4878690103585897
4878690103586013,4878690103586015,4878690103585957,4878690103585956
4878690103602206,4878690103602208,4878690103586022,4878690103586021
4878690103602336,4878690103602338,4878690103602280,4878690103602279
4878690103602401,4878690103602403,4878690103602345,4878690103602344
4878690103618594,4878690103618596,4878690103602410,4878690103602409
4878690103618659,4878690103618661,4878690103618603,4878690103618602
4878690103618724,4878690103618726,4878690103618668,4878690103618667
4878690103618789,4878690103618791,4878690103618733,4878690103618732
4878690103634982,4878690103634984,4878690103618798,4878690103618797
4878690103635047,4878690103635049,4878690103634991,4878690103634990
4878690103635112,4878690103635114,4878690103635056,4878690103635055
4878690103635177,4878690103635179,4878690103635121,4878690103635120
4878690103651370,4878690103651372,4878690103635186,4878690103635185
4878690103651435,4878690103651437,4878690103651378,4878690103651377
4878690103651494,4878690103651502,4878690103651444,4878690103651443
4878690103651565,4878690103651567,4878690103651509,4878690103651508
4878690103667758,4878690103667760,4878690103651574,4878690103651573
4878690103667823,4878690103667825,4878690103667767,4878690103667766
4878690103667953,4878690103667955,4878690103667897,4878690103667896
4878690103684146,4878690103684148,4878690103667962,4878690103667961
4878690103684211,4878690103684213,4878690103684155,4878690103684154
4878690103684341,4878690103684343,4878690103684285,4878690103684284
4878690103700599,4878690103700601,4878690103700543,4878690103700542
4878690103700664,4878690103700666,4878690103700608,4878690103700607
4878690103700729,4878690103700731,4878690103700673,4878690103700672
4878690103716922,4878690103716924,4878690103716866,4878690103716865
4878690103716987,4878690103716989,4878690103716931,4878690103716930
4878690103717052,4878690103717054,4878690103716996,4878690103716995
4878690103717117,4878690103717119,4878690103717061,4878690103717060
4878690103733310,4878690103733312,4878690103733254,4878690103733253
4878690103733375,4878690103733377,4878690103733319,4878690103733318
4878690103733440,4878690103733442,4878690103733384,4878690103733383
4878690103749633,4878690103749635,4878690103733449,4878690103733448
4878690103749698,4878690103749700,4878690103749642,4878690103749641
4878690103749763,4878690103749765,4878690103749707,4878690103749706
4878692275186748,4878692275186750,4878692275186692,4878692275186691
4878692275186813,4878692275186815,4878692275186757,4878692275186756
4878692275186878,4878692275186880,4878692275186822,4878692275186821
4878692275186943,4878692275203073,4878692275186887,4878692275186886
4878692275203136,4878692275203138,4878692275203080,4878692275203079
4878692275203201,4878692275203203,4878692275203145,4878692275203144
4878692275203266,4878692275203268,4878692275203210,4878692275203209
4878692275219459,4878692275219461,4878692275203275,4878692275203274
4878692275219524,4878692275219526,4878692275219468,4878692275219467
4878692275219589,4878692275219591,4878692275219533,4878692275219532
4878692275219654,4878692275219656,4878692275219598,4878692275219597
4878692275235847,4878692275235849,4878692275219663,4878692275219662
4878692275235912,4878692275235914,4878692275235855,4878692275235854
4878692275235977,4878692275235979,4878692275235921,4878692275235920
4878692275236042,4878692275236044,4878692275235986,4878692275235985
4878692275252235,4878692275252237,4878692275236051,4878692275236050
4878692275252300,4878692275252302,4878692275252244,4878692275252243
4878692275252365,4878692275252367,4878692275252309,4878692275252308
4878692275252430,4878692275252432,4878692275252374,4878692275252373
4878692275268623,4878692275268625,4878692275252439,4878692275252438
4878692275268688,4878692275268690,4878692275268632,4878692275268631
4878692275268753,4878692275268755,4878692275268697,4878692275268696
4878692275268818,4878692275268820,4878692275268762,4878692275268761
4878692275285011,4878692275285013,4878692275268827,4878692275268826
4878692275285076,4878692275285078,4878692275285020,4878692275285019
4878692275285141,4878692275285143,4878692275285085,4878692275285084
4878692275285206,4878692275285208,4878692275285150,4878692275285149
4878692275301399,4878692275301401,4878692275285215,4878692275285214
4878692275301464,4878692275301466,4878692275301408,4878692275301407
4878692275301529,4878692275301531,4878692275301473,4878692275301472
4878692275301594,4878692275301596,4878692275301538,4878692275301537
4878692275317787,4878692275317789,4878692275301603,4878692275301602
4878692275317852,4878692275317854,4878692275317796,4878692275317795
4878692275317917,4878692275317919,4878692275317861,4878692275317860
4878692275317982,4878692275317984,4878692275317926,4878692275317925
4878692275334175,4878692275334177,4878692275317991,4878692275317990
