4357560607632736,4483757361281882,4237198213123363
4357560607632736,4483757361281882,4277027685102086
4381679840379728,4476845626424807,4232918200356110
4381679840379728,4476845626424807,4233055097671150
4382821569138539,4455708854535680,4233055097671150
4382821569138539,4455708854535682,4233055097671150
4387331481612576,4455708854535686,4233055097671150
4429799256034893,4450255844412042,4232918200356110
4429799256034893,4450255844412042,4233055097671150
4429799256034893,4455708854519420,4232918200356110
4429799256034893,4455708854519420,4233055097671150
4431142443372897,4455271154484788,4233055097671150
4431142443372928,4455271154484798,4233055097671150
4431142443372946,4455271154484804,4233055097671150
4431142443373006,4455271154484824,4233055097671150
4431142443373038,4452417275921987,4233055097671150
4431142443438515,4455271154501342,4233055097671150
4431142443487499,4452673151928018,4233055097671150
4431142443520380,4455271154533998,4233055097671150
4431142443520435,4455271154534022,4233055097671150
4431142443520482,4455271154534040,4233055097671150
4431142443536657,4455271154534056,4233055097671150
4431142443536663,4455271154534060,4233055097671150
4431142443536677,4455271154534066,4233055097671150
4431142443536739,4455271154534092,4233055097671150
4431146641068480,4455691128505856,4233055097671150
4431146641084694,4455691128505886,4233055097671150
4431146641101078,4455691128505976,4233055097671150
4431146641101090,4455691128505982,4233055097671150
4431146641117599,4455691128522240,4233055097671150
