5102486357529884,31812404374
5102486357529982,31812401595
5102486357530080,31812407696
5102486357546306,31812401586
5102486357546404,31812406367
5102486357562630,31812400988
5102486357562728,31812406308
5102486357562826,31812406759
5102486357579052,31812403570
5102486357579150,31812406561
5102486357579248,31812409972
5102486357595474,31812402943
5102486357595572,31812418193
5102486357611798,31812411974
5102486357611896,31812414785
5102489285481810,31812416865
5102489285481908,31812419226
5102489285498134,31812413437
5102489285498232,31812417957
5102489285498330,31812412538
5102489285514556,31812414949
5102489285514654,31812416920
5102489285530880,31812419590
5102489285530978,31812415201
5102489285531076,31812418232
5102489285547302,31812414362
5102489285547400,31812418293
5102474228012504,31812275042
5102474228028730,31812278452
5102474228028828,31812273073
5102474228028926,31812276784
5102474228045152,31812270404
5102474228045250,31812276775
5102474228061476,31812282116
5102474228061574,31812287057
5102474228061672,31812280617
5102474228077898,31812285898
5102474228077996,31812280919
5102474228094222,31812285759
5102474228094320,31812289990
5102474228094418,31812284681
5102474228110644,31812288652
5102474228110742,31812282952
5102474228110840,31812280133
5102474228127066,31812284534
5102474228127164,31812287554
5102474228143390,31812281675
5102474228143488,31812286316
5102477192090970,31812280596
5102477192091068,31812287807
5102477192107294,31812292397
5102477192107392,31812298028
5102477192107490,31812291308
5102477192123716,31812296838
5102477192123814,31812292169
5102477192140040,31812297159
5102477192140138,31812299380
5102477192140236,31812295150
5102477192156462,31812298911
5102477192156560,31812292151
5102477192156658,31812298072
5102477192172884,31812292442
5102477192172982,31812297192
5102477192189208,31812293003
5102477192189306,31812299543
5102477192189404,31812293144
5102477192205630,31812298094
5102477192205728,31812291375
5102477192221954,31812305576
5102477192222052,31812300586
5102477192222150,31812303437
5102477192238376,31812307288
5102477192238474,31812301849
5102477192238572,31812304049
5102489285547498,31812414694
5102489285563724,31812419325
5102489285563822,31812415275
5102489285580048,31812421496
5102489285580146,31812428007
5102489285580244,31812422708
5102489285596470,31812429778
5102489285596568,31812426699
5102489285596666,31812421550
5102489285612892,31812424750
5102489285612990,31812429651
5102489285645600,31812423702
5102489285645698,31812427902
5102489285645796,31812421203
5102489285662022,31812424774
5102489285662120,31812420135
5102489285678346,31812425595
5102489285678444,31812429566
5102489285678542,31812421957
5102489285694768,31812426687
5102489285694866,31812439758
5102489285694964,31812433909
5102489285711190,31812437199
5102489285711288,31812430470
5102489285727514,31812435171
5102489285727612,31812430161
5102489285727710,31812434952
5102489285743936,31812438913
5102489285744034,31812435874
5102489285760260,31812439884
5102489285760358,31812431725
5102489285760456,31812436916
5102489285776682,31812432956
5102489285776780,31812439387
5102489285776878,31812432148
5102489285793104,31812436099
5102489285793202,31812439749
5102489285809428,31812434340
5102489285809526,31812447641
5102492169770320,31812442271
5102492169770418,31812445962
5102492169786644,31812448743
5102492169786742,31812443443
5102492169786840,31812446024
5102492169803066,31812449335
5102492169852248,31812443135
5102492169852346,31812443916
5102492169868572,31812446167
5102480117470502,31812336077
5102480117470600,31812339127
5102480117470698,31812333518
5102480117486924,31812339129
5102480117487022,31812332929
5102480117503248,31812337430
5102480117503346,31812332541
5102480117503444,31812338242
5102480117519670,31812333212
5102480117519768,31812337503
5102480117519866,31812332084
5102480117536092,31812339015
5102480117536190,31812342935
5102480117552416,31812349226
5102480117552514,31812344247
5102480117552612,31812340258
5102480117568838,31812345428
5102480117568936,31812349349
5102480117585162,31812345750
5102480117585260,31812348410
5102480117585358,31812341521
5102480117601584,31812343772
5102480117601682,31812345282
5102480117601780,31812349743
5102480117618006,31812343304
5102480117618104,31812346444
5102480117634330,31812341245
5102480117634428,31812348236
5102483156194646,31812340467
5102483156194744,31812344897
5102483156210970,31812359048
5102483156211068,31812355369
5102483156211166,31812350910
5102483156227392,31812355800
5102483156227490,31812359631
5102483156243716,31812351662
5102483156243814,31812354953
5102483156243912,31812358933
5102483156260138,31812352074
5102483156260236,31812355785
5102483156260334,31812350725
5102483156276560,31812357298
5102483156276658,31812368091
5102483156292884,31812361801
5102483156292982,31812367232
5102483156293080,31812362103
5102483156309306,31812369104
5102492169868670,31812447687
5102492169868768,31812442048
5102492169884994,31812447129
5102492169885092,31812449889
5102492169901318,31812443540
5102492169901416,31812448481
5102492169901514,31812442492
5102492169917740,31812447012
5102492169917838,31812451693
5102492169917936,31812455084
5102492169934162,31812458794
5102492169934260,31812453845
5102492169950486,31812458536
5102492169950584,31812450896
5102492169950682,31812454627
5102492169966908,31812456808
5102492169967006,31812459988
5102492169983232,31812454249
5102492169983330,31812457840
5102492169983428,31812459741
5102492169999654,31812450951
5102492169999752,31812453642
5102492169999850,31812456003
5102542152209701,31813348056
5102542152209757,31813348296
5102542152209813,31813340176
5102542152209863,31813340186
5102542152226048,31813342246
5102542152226113,31813343076
5102542152242446,31813342286
5102542152242504,31813342816
5102542152242562,31813344046
5102542152242621,31813345486
5102542152242672,31813346327
5102542152258871,31813340667
5102542152258922,31813340797
5102542152259001,31813342357
5102542152259052,31813342387
5102542152275384,31813345097
5102542152275447,31813346917
5102542152291626,31813347827
5102542152291676,31813347867
5102542152291726,31813348207
5102542152291788,31813348767
5102542152307971,31813340807
5102542152308072,31813342327
5102542152308122,31813342587
5102542152324500,31813343847
5102542152324556,31813344767
5102542152340739,31813346417
5102542152340793,31813346777
5102542152340858,31813348657
5102542152340915,31813340257
5102542152340965,31813341227
5102542152357143,31813341417
5102542152357195,31813341857
5102542152357245,31813341897
5102542152373619,31813343918
5102542152373680,31813344608
5102542152373737,31813345618
5102542152389920,31813346048
5102542152389971,31813346828
5102542152390021,31813347398
5102542152390093,31813342408
5102542152406274,31813343718
5102542152406324,31813343708
5102542152406379,31813343998
5102542152422719,31813343128
5102542152422789,31813344088
5102542152422866,31813347418
5102379701917159,31810533829
5102379701933385,31810537229
5102379701933483,31810530690
5102379701949709,31810534600
5102379701949807,31810537700
5102383753958729,31810531780
5102383753958827,31810533961
5102383753975053,31810537011
5102383753975151,31810539902
5102383753975249,31810547862
5102383753991475,31810542663
5102383753991573,31810543373
5102383753991671,31810546433
