5102400971314432,31811149072
5102400971314530,31811143262
5102403893990716,31811147813
5102403893990814,31811144405
5102403894007040,31811147795
5102403894007138,31811144736
5102403894007236,31811149917
5102403894023462,31811144218
5102403894023560,31811140499
5102403894023658,31811143899
5102403894039884,31811148020
5102403894039982,31811143661
5102403894056208,31811147982
5102403894056306,31811152712
5102403894056404,31811159973
5102403894072630,31811153574
5102403894072728,31811156905
5102403894072826,31811152515
5102403894089052,31811157446
5102403894089150,31811151907
5102554289362203,31813467890
5102554289362257,31813469150
5102554289362337,31813461990
5102554289378614,31813466950
5102554289378667,31813467270
5102554289378746,31813469440
5102554289378809,31813461170
5102554289395013,31813463980
5102554289395067,31813464620
5102554289395124,31813466180
5102554289395174,31813466300
5102554289411370,31813466910
5102554289411454,31813460750
5102554289427734,31813465620
5102554289427812,31813469000
5102554516280591,31813469470
5102554516280670,31813463301
5102554516280753,31813465621
5102554516280811,31813466581
5102554516296991,31813468031
5102554516297057,31813468591
5102554516297107,31813468711
5102554516313441,31813467041
5102554516313523,31813468731
5102554516313589,31813469031
5102554516329786,31813461341
5102554516329855,31813463851
5102554516329905,31813463991
5102554516329968,31813465611
5102554516346166,31813466971
5102554516346219,31813468351
5102554516346283,31813468961
5102554516362594,31813467751
5102554516362654,31813468051
5102554516362710,31813468581
5102554516378908,31813469461
5102554516378964,31813460121
5102554516379043,31813465461
5102554516379098,31813466281
5102554516395289,31813467171
5102554516395347,31813468011
5102554516395411,31813468451
5102554516411760,31813471462
5102554516411817,31813472472
5102554516411868,31813472802
5102554516428046,31813472842
5102554516428098,31813473222
5102554516428148,31813473872
5102554744673624,31813479536
5102554744673676,31813470306
5102554744673729,31813471526
5102554744673781,31813472196
5102554969347335,31813479306
5102554969347464,31813476206
5102554969347514,31813476716
5102554969347577,31813477586
5102554969363755,31813477616
5102554969363822,31813479496
5102554969363872,31813479486
5102554969363923,31813470166
5102554969380104,31813471356
5102554969380162,31813473736
5102554969380343,31813471176
